SEXO,EDAD,a1992,a1993,a1994,a1995,a1996,a1997,a1998,a1999,a2000,a2001,a2002,a2003,a2004,a2005,a2006,a2007,a2008,a2009,a2010,a2011,a2012,a2013,a2014,a2015,a2016,a2017,a2018,a2019,a2020,a2021,a2022,a2023,a2024,a2025,a2026,a2027,a2028,a2029,a2030,a2031,a2032,a2033,a2034,a2035,a2036,a2037,a2038,a2039,a2040,a2041,a2042,a2043,a2044,a2045,a2046,a2047,a2048,a2049,a2050
1,0,152280,148103,145829,143172,140400,137523,134907,132833,129980,128274,126097,123041,120912,118990,119014,121377,125092,128381,129095,128410,126306,124417,125091,127284,124691,118454,115998,117153,119594,121002,121174,120765,120103,119260,118265,117143,115923,114629,113282,112784,111680,110569,109476,108430,107458,106576,105795,105122,104562,104117,103776,103514,103303,103115,102932,102742,102537,102314,102066
1,1,155791,151787,147646,145402,142776,140032,137184,134593,132543,129714,128029,125872,122914,120808,118930,118981,121378,125088,128380,129177,128538,126251,124404,125108,127389,125122,119405,116945,118048,119920,121034,121143,120723,120058,119216,118223,117103,115885,114593,113248,112752,111650,110540,109449,108405,107435,106554,105774,105102,104544,104100,103759,103499,103289,103102,102919,102730,102526,102303
1,2,153290,155627,151636,147505,145270,142650,139915,137074,134491,132447,129626,127947,125877,122934,120865,119009,119093,121483,125193,128563,129399,128589,126343,124528,125331,127984,126154,120660,118138,118541,120051,121086,121178,120754,120088,119247,118254,117135,115918,114627,113282,112786,111685,110576,109485,108442,107472,106592,105813,105141,104583,104139,103799,103539,103329,103142,102960,102771,102567
1,3,151135,153190,155530,151545,147420,145189,142575,139844,137008,134429,132389,129572,127975,125919,123010,120962,119138,119215,121605,125390,128797,129470,128700,126485,124776,125969,128998,127519,121958,118679,118692,120117,121134,121221,120796,120131,119289,118296,117178,115961,114671,113327,112831,111731,110622,109531,108489,107519,106639,105860,105189,104631,104188,103848,103588,103378,103192,103010,102820
1,4,143452,151062,153120,155464,151486,147368,145142,142533,139806,136974,134400,132365,129607,128022,125998,123110,121092,119260,119337,121800,125620,128870,129583,128843,126731,125400,126940,130336,128790,122490,118831,118760,120167,121180,121266,120840,120175,119334,118342,117224,116007,114717,113373,112878,111778,110669,109580,108537,107568,106688,105910,105238,104681,104238,103898,103638,103429,103242,103060
1,5,137764,143397,151007,153069,155417,151445,147333,145112,142506,139783,136955,134387,132402,129655,128100,126095,123235,121211,119380,119525,122021,125695,128983,129724,129082,127336,126337,128232,131563,129305,122637,118898,118811,120212,121223,121310,120884,120220,119379,118387,117270,116053,114764,113420,112925,111825,110717,109628,108585,107616,106737,105959,105287,104730,104287,103948,103688,103479,103292
1,6,134262,137716,143351,150963,153030,155382,151416,147310,145092,142490,139772,136951,134425,132449,129732,128194,126216,123350,121326,119561,119739,122094,125804,129118,129953,129662,128247,127583,129415,132059,129446,122702,118947,118856,120256,121267,121354,120927,120263,119422,118431,117314,116098,114808,113465,112971,111871,110763,109674,108632,107663,106784,106006,105335,104777,104335,103996,103736,103527
1,7,132932,134218,137676,143312,150928,153001,155357,151397,147294,145081,142484,139773,136989,134473,132525,129825,128313,126328,123462,121503,119769,119808,122198,125933,129335,130502,130538,129430,128708,129887,132194,129507,122749,118990,118897,120297,121308,121395,120969,120305,119465,118474,117357,116141,114852,113509,113015,111915,110808,109719,108677,107708,106830,106051,105381,104824,104381,104042,103783
1,8,133164,132890,134180,137641,143282,150902,152980,155339,151384,147287,145078,142489,139810,137036,134547,132616,129940,128423,126438,123635,121706,119835,119907,122320,126137,129851,131350,131668,130504,129159,130016,132252,129550,122789,119030,118936,120336,121347,121435,121008,120345,119505,118514,117398,116182,114893,113551,113057,111957,110850,109761,108720,107751,106873,106095,105424,104867,104425,104086
1,9,133636,133123,132854,134148,137614,143260,150883,152966,155328,151378,147286,145086,142525,139855,137107,134633,132728,130047,128529,126605,123831,121769,119928,120023,122516,126632,130677,132409,132674,130926,129279,130070,132292,129586,122825,119066,118972,120373,121384,121472,121045,120382,119542,118552,117436,116220,114932,113590,113096,111997,110889,109801,108759,107791,106913,106135,105464,104908,104465
1,10,133049,133596,133087,132823,134123,137595,143244,150871,152956,155322,151378,147295,145117,142565,139921,137189,134740,132828,130147,128688,126792,123890,121857,120038,120210,122988,127425,131681,133363,133073,131038,129329,130107,132326,129619,122859,119100,119006,120406,121418,121505,121079,120416,119577,118586,117471,116256,114967,113625,113132,112033,110926,109837,108796,107828,106950,106172,105502,104945
1,11,130940,133008,133560,133057,132799,134105,137581,143235,150862,152951,155320,151386,147321,145153,142626,139998,137288,134834,132923,130298,128867,126845,123971,121960,120215,120659,123749,128369,132577,133736,133177,131084,129362,130136,132354,129648,122889,119130,119037,120437,121448,121536,121111,120448,119609,118619,117503,116288,115000,113659,113165,112066,110960,109871,108831,107863,106985,106207,105537
1,12,128867,130899,132971,133527,133030,132780,134091,137571,143226,150854,152948,155325,151408,147353,145210,142698,140093,137377,134925,133070,130473,128915,126921,124067,122128,120649,121379,124676,129249,132942,133836,133219,131113,129389,130162,132379,129674,122916,119158,119065,120465,121476,121565,121139,120477,119638,118648,117533,116319,115031,113689,113196,112098,110991,109903,108863,107895,107017,106240
1,13,128069,128821,130857,132934,133495,133006,132762,134077,137559,143216,150847,152948,155342,151434,147407,145278,142791,140181,137466,135073,133247,130514,128984,127010,124227,122550,121345,122283,125534,129603,133034,133871,133243,131135,129410,130183,132399,129695,122938,119181,119088,120489,121501,121589,121164,120502,119663,118674,117559,116345,115058,113717,113223,112125,111019,109932,108891,107924,107047
1,14,128415,128016,128773,130813,132895,133463,132980,132741,134059,137544,143203,150841,152960,155363,151485,147476,145373,142881,140272,137621,135259,133280,130575,129066,127162,124641,123223,122234,123127,125878,129688,133064,133889,133257,131149,129425,130198,132415,129711,122956,119200,119108,120508,121520,121609,121184,120523,119684,118695,117581,116368,115081,113740,113247,112150,111044,109957,108917,107950
1,15,129571,128349,127956,128717,130763,132852,133426,132949,132713,134034,137523,143188,150846,152975,155407,151549,147570,145461,142971,140432,137816,135279,133328,130645,129205,127560,125323,124079,123047,123453,125952,129706,133070,133892,133260,131153,129431,130204,132421,129718,122966,119211,119119,120520,121532,121621,121197,120536,119698,118710,117596,116383,115097,113757,113264,112167,111062,109975,108936
1,16,130199,129489,128273,127886,128654,130706,132801,133380,132908,132675,134002,137499,143186,150851,153012,155462,151635,147652,145545,143129,140628,137825,135319,133390,130782,129620,128368,126219,124930,123382,123522,125963,129704,133064,133886,133254,131149,129427,130201,132418,129717,122967,119215,119123,120524,121536,121626,121203,120542,119705,118718,117605,116393,115107,113768,113276,112180,111075,109989
1,17,129714,130097,129394,128185,127806,128583,130640,132740,133323,132855,132630,133966,137489,143184,150879,153059,155541,151708,147728,145703,143326,140640,137877,135401,133570,131325,130773,129482,127278,125346,123468,123536,125961,129696,133055,133876,133246,131143,129423,130197,132414,129715,122969,119219,119128,120529,121542,121632,121209,120550,119714,118727,117615,116404,115120,113782,113290,112195,111091
1,18,127490,129592,129982,129286,128088,127718,128503,130565,132667,133256,132796,132582,133953,137486,143216,150930,153145,155615,151786,147900,145921,143361,140731,138009,135673,134360,133033,132342,130973,127870,125475,123497,123544,125963,129696,133053,133875,133246,131145,129427,130202,132419,129723,122981,119234,119144,120545,121558,121649,121228,120569,119734,118749,117638,116428,115145,113808,113318,112223
1,19,124714,127350,129458,129855,129170,127983,127622,128414,130480,132585,133181,132734,132576,133962,137541,143294,151046,153248,155717,152003,148176,145992,143509,140936,138407,136790,136700,135200,134400,131800,128062,125531,123525,123566,125983,129714,133069,133892,133265,131166,129451,130227,132443,129750,123013,119269,119180,120582,121595,121687,121266,120609,119775,118791,117682,116473,115191,113856,113366
1,20,122363,124560,127201,129314,129721,129048,127872,127520,128317,130387,132499,133109,132738,132601,134044,137655,143458,151188,153389,155993,152349,148280,146192,143780,141448,139815,139687,139440,137803,135453,132054,128146,125580,123568,123608,126022,129752,133106,133930,133304,131209,129496,130273,132489,129799,123067,119327,119239,120640,121654,121747,121327,120671,119839,118856,117748,116541,115261,113927
1,21,121509,122197,124400,127047,129168,129587,128926,127760,127415,128218,130294,132420,133122,132776,132707,134191,137861,143642,151365,153722,156400,152485,148531,146525,144397,143125,143183,142900,142491,139042,135759,132161,128213,125640,123627,123666,126080,129808,133162,133986,133363,131271,129560,130338,132554,129866,123141,119403,119317,120718,121732,121826,121408,120753,119922,118941,117835,116629,115350
1,22,121921,121335,122032,124241,126896,129027,129458,128805,127649,127312,128123,130213,132437,133163,132891,132867,134416,138066,143843,151726,154163,156568,152785,148929,147249,146343,146887,146867,146400,143918,139402,135890,132245,128289,125715,123704,123744,126157,129884,133237,134062,133441,131351,129643,130422,132638,129953,123233,119499,119414,120815,121830,121925,121508,120855,120025,119045,117940,116736
1,23,123282,121739,121164,121870,124087,126752,128892,129332,128689,127542,127215,128042,130231,132478,133279,133052,133098,134628,138276,144218,152177,154376,156925,153253,149772,149489,150452,151058,150830,148020,144332,139558,135994,132339,128382,125811,123801,123843,126256,129982,133334,134160,133540,131454,129748,130527,132743,130062,123347,119617,119533,120935,121950,122045,121629,120978,120149,119171,118067
1,24,124252,123091,121561,120997,121715,123942,126616,128763,129210,128576,127441,127134,128057,130270,132590,133436,133280,133309,134839,138656,144677,152435,154797,157463,154213,152307,153863,155114,155486,152646,148490,144512,139680,136104,132449,128496,125927,123921,123964,126376,130101,133452,134279,133661,131577,129875,130654,132870,130192,123483,119756,119673,121075,122090,122187,121772,121122,120295,119318
1,25,124356,124053,122905,121389,120839,121570,123807,126486,128639,129094,128472,127356,127147,128096,130382,132746,133662,133490,133520,135223,139122,144980,152908,155399,158519,156993,156846,158870,159870,157439,153152,148687,144646,139802,136225,132573,128624,126059,124056,124100,126511,130235,133585,134413,133797,131716,130016,130797,133012,130337,123634,119911,119829,121231,122246,122344,121931,121281,120456
1,26,123715,124153,123863,122728,121227,120693,121435,123680,126362,128521,128986,128384,127368,127186,128211,130540,132972,133870,133700,133905,135693,139457,145499,153558,156533,161481,161582,162023,163787,161886,157958,153352,148822,144768,139925,136351,132702,128759,126198,124197,124242,126654,130376,133725,134553,133940,131862,130164,130946,133160,130489,123791,120072,119991,121393,122409,122507,122095,121447
1,27,122653,123513,123962,123683,122563,121078,120558,121309,123558,126245,128412,128896,128391,127403,127298,128367,130763,133176,134074,134079,134371,136043,139998,146176,154728,159588,166001,166711,166895,165778,162391,158146,153475,148933,144879,140040,136471,132827,128889,126332,124334,124381,126792,130513,133861,134690,134079,132004,130309,131091,133306,130637,123946,120230,120150,121552,122568,122668,122257
1,28,121129,122453,123322,123781,123515,122410,120940,120430,121188,123442,126135,128317,128896,128417,127505,127445,128583,130959,133369,134439,134528,134718,136584,140678,147351,157784,163951,170946,171408,168806,166251,162557,158249,153568,149026,144977,140144,136580,132941,129009,126456,124461,124510,126920,130639,133986,134817,134207,132135,130443,131226,133440,130775,124089,120377,120299,121701,122717,122818
1,29,119042,120927,122260,123138,123607,123354,122263,120805,120304,121067,123328,126035,128304,128908,128502,127635,127642,128763,131137,133709,134859,134856,135236,137239,141816,150320,161929,168643,175395,173206,169239,166391,162639,158320,153641,149105,145060,140234,136675,133042,129115,126566,124575,124625,127035,130753,134098,134930,134322,132253,130564,131347,133561,130899,124220,120512,120434,121837,122854
1,30,116365,118837,120729,122069,122957,123438,123197,122117,120668,120175,120947,123221,126011,128301,128974,128611,127808,127801,128922,131451,134099,135159,135338,135851,138320,144650,154234,166348,172832,177074,173596,169353,166451,162689,158371,153698,149168,145129,140310,136757,133129,129207,126662,124674,124726,127136,130852,134196,135028,134423,132357,130670,131455,133668,131010,124337,120632,120556,121958
1,31,113354,116157,118636,120533,121882,122779,123270,123039,121967,120528,120046,120833,123187,125996,128350,129063,128762,127947,127941,129213,131814,134361,135590,135894,136842,140945,148277,158297,170192,174362,177408,173676,169385,166474,162714,158402,153735,149212,145180,140367,136819,133197,129281,126740,124756,124809,127218,130933,134276,135109,134505,132443,130759,131544,133757,131102,124435,120735,120659
1,32,110476,113144,115953,118435,120339,121696,122604,123102,122878,121815,120389,119924,120791,123165,126035,128424,129195,128882,128069,128211,129554,132038,134738,136080,136785,139239,144274,151948,161771,171556,174641,177450,173675,169378,166469,162715,158410,153749,149234,145208,140403,136860,133244,129333,126796,124816,124871,127279,130992,134334,135168,134566,132507,130826,131612,133824,131172,124512,120816
1,33,108126,110263,112937,115749,118236,120148,121513,122427,122931,122715,121663,120255,119870,120757,123189,126092,128534,129292,128981,128309,128520,129733,132356,135157,136860,138927,142255,147554,155051,162978,171779,174650,177414,173635,169343,166439,162691,158394,153741,149233,145214,140416,136880,133269,129364,126831,124854,124911,127319,131030,134370,135205,134606,132550,130872,131658,133870,131222,124569
1,34,106018,107908,110051,112728,115545,118038,119956,121328,122247,122757,122551,121516,120180,119817,120759,123222,126172,128598,129356,129175,128568,128661,130001,132715,135843,138787,141694,145244,150383,156141,163166,171765,174594,177346,173572,169287,166389,162649,158360,153715,149215,145202,140412,136881,133276,129377,126849,124876,124934,127342,131051,134390,135225,134628,132576,130901,131688,133900,131255
1,35,103850,105793,107688,109836,112517,115340,117837,119761,121137,122062,122580,122389,121416,120102,119790,120762,123268,126202,128627,129499,129375,128671,128882,130307,133318,137573,141348,144426,147831,151371,156299,163138,171690,174510,177258,173492,169215,166323,162591,158309,153673,149180,145175,140392,136867,133268,129375,126852,124882,124942,127349,131056,134394,135230,134635,132586,130914,131702,133914
1,36,101254,103616,105565,107466,109619,112305,115132,117633,119560,120941,121874,122406,122266,121313,120047,119765,120777,123270,126202,128727,129648,129441,128847,129138,130836,134875,139941,143844,146788,148720,151498,156257,163054,171590,174406,177154,173395,169127,166242,162518,158245,153616,149132,145133,140358,136840,133247,129360,126841,124876,124937,127343,131048,134384,135222,134629,132584,130915,131703
1,37,98426,101013,103381,105334,107241,109401,112091,114921,117424,119355,120741,121688,122267,122144,121236,119999,119757,120760,123251,126274,128843,129678,129570,129049,129588,132215,137036,142178,145960,147567,148810,151436,156161,162943,171468,174284,177032,173282,169023,166145,162428,158163,153543,149067,145076,140309,136797,133210,129330,126815,124854,124917,127322,131025,134360,135198,134607,132566,130900
1,38,95497,98179,100772,103141,105100,107014,109180,111872,114702,117208,119144,120541,121533,122127,122047,121165,119969,119720,120724,123303,126366,128836,129756,129714,129416,130785,134127,139037,144066,146635,147618,148727,151323,156036,162811,171327,174141,176890,173148,168899,166028,162319,158063,153452,148984,145000,140241,136736,133156,129282,126773,124815,124880,127285,130986,134318,135157,134569,132531
1,39,92512,95242,97929,100522,102897,104862,106781,108951,111644,114475,116984,118930,120369,121373,122006,121950,121107,119907,119662,120750,123367,126322,128864,129841,129995,130430,132459,135901,140709,144641,146645,147508,148592,151181,155889,162656,171162,173977,176726,172994,168754,165891,162191,157944,153342,148882,144906,140156,136657,133084,129217,126713,124759,124827,127230,130929,134259,135099,134514
1,40,88889,92247,94980,97670,100267,102647,104618,106542,108714,111409,114242,116760,118738,120188,121227,121881,121859,121013,119819,119654,120781,123291,126310,128899,130049,130855,131885,134023,137375,141193,144613,146507,147348,148429,151015,155720,162479,170976,173791,176540,172817,168588,165733,162041,157804,153211,148761,144793,140052,136561,132994,129135,126636,124687,124756,127158,130854,134183,135024
1,41,84816,88617,91977,94713,97405,100006,102391,104367,106293,108470,111167,114008,116553,118539,120021,121078,121763,121737,120895,119778,119652,120675,123242,126301,129040,130769,132125,133250,135309,137772,141130,144448,146322,147161,148242,150827,155528,162281,170768,173583,176331,172619,168400,165553,161871,157643,153061,148621,144662,139930,136446,132887,129035,126541,124597,124668,127070,130763,134089
1,42,78855,84538,88339,91699,94437,97135,99739,102127,104107,106036,108217,110923,113787,116338,118352,119851,120936,121615,121591,120823,119745,119516,120592,123195,126388,129646,131872,133331,134385,135634,137680,140944,144242,146111,146952,148034,150619,155316,162061,170538,173353,176101,172400,168192,165354,161682,157464,152893,148462,144512,139790,136314,132763,128919,126431,124492,124565,126966,130656
1,43,74332,78576,84251,88050,91411,94152,96852,99459,101849,103832,105767,107957,110683,113551,116128,118156,119681,120759,121439,121484,120752,119571,119394,120505,123228,126880,130603,132953,134346,134650,135513,137474,140718,144009,145878,146721,147807,150391,155084,161821,170287,173101,175850,172159,167963,165134,161472,157266,152705,148285,144345,139634,136166,132622,128787,126306,124372,124447,126846
1,44,72408,74044,78285,83949,87746,91106,93850,96551,99159,101551,103538,105482,107689,110420,113310,115900,117950,119468,120547,121289,121366,120540,119410,119268,120490,123628,127710,131588,133873,134558,134500,135287,137231,140468,143755,145626,146471,147559,150144,154831,161560,170015,172829,175577,171898,167715,164895,161244,157049,152500,148091,144161,139461,136001,132467,128640,126165,124237,124314
1,45,69506,72103,73746,77979,83631,87426,90786,93530,96231,98838,101234,103229,105185,107398,110148,113048,115656,117700,119218,120352,121122,121115,120335,119241,119204,120802,124349,128606,132420,134035,134377,134249,135024,136964,140198,143482,145354,146203,147294,149878,154561,161280,169723,172536,175284,171618,167447,164638,160998,156814,152278,147880,143961,139272,135822,132296,128479,126011,124088
1,46,66166,69193,71793,73439,77664,83305,87095,90451,93194,95894,98502,100903,102906,104868,107100,109859,112773,115373,117416,118982,120142,120838,120871,120124,119128,119435,121420,125151,129346,132528,133822,134099,133963,134736,136676,139908,143189,145062,145914,147008,149591,154269,160979,169409,172222,174969,171315,167158,164359,160731,156560,152036,147651,143743,139066,135626,132109,128302,125841
1,47,63136,65851,68877,71474,73124,77341,82968,86752,90104,92844,95543,98155,100560,102568,104547,106788,109561,112466,115063,117148,118736,119822,120553,120614,119953,119267,119954,122121,125793,129402,132282,133513,133782,133648,134424,136365,139595,142873,144747,145603,146700,149282,153954,160655,169070,171882,174629,170989,166846,164058,160442,156285,151774,147402,143505,138841,135411,131905,128107
1,48,60384,62813,65528,68549,71144,72796,77005,82615,86391,89737,92476,95178,97790,100197,102222,104209,106463,109228,112128,114761,116866,118379,119494,120248,120385,119999,119685,120528,122648,125789,129121,131940,133161,133433,133305,134085,136026,139253,142529,144404,145264,146363,148945,153611,160300,168701,171513,174259,170633,166505,163729,160126,155982,151486,147128,143243,138593,135173,131678
1,49,58179,60046,62476,65185,68201,70794,72449,76645,82238,86005,89346,92088,94785,97398,99818,101849,103850,106097,108857,111789,114436,116470,118008,119144,119963,120343,120309,120141,120946,122585,125474,128748,131553,132775,133052,132930,133715,135657,138881,142153,144029,144893,145996,148577,153236,159914,168299,171109,173854,170244,166132,163368,159779,155650,151170,146826,142954,138319,134911
1,50,56144,57820,59690,62115,64820,67830,70421,72077,76261,81834,85593,88932,91665,94362,96983,99407,101450,103445,105689,108477,111419,114003,116057,117613,118808,119846,120546,120648,120450,120820,122233,125070,128329,131130,132354,132638,132524,133313,135256,138477,141745,143622,144490,145597,148176,152828,159493,167861,170670,173414,169820,165726,162974,159400,155288,150824,146495,142638,138018
1,51,54317,55766,57446,59314,61736,64436,67440,70026,71683,75854,81408,85162,88486,91216,93919,96542,98973,101009,103002,105272,108068,110953,113552,115619,117226,118620,119956,120793,120867,120266,120429,121799,124624,127876,130673,131901,132191,132086,132878,134822,138039,141304,143182,144055,145164,147742,152387,159038,167387,170195,172938,169361,165285,162547,158989,154893,150447,146135,142292
1,52,52446,53919,55374,57053,58921,61339,64033,67029,69610,71268,75425,80962,84698,88013,90748,93451,96077,98500,100534,102551,104830,107571,110467,113074,115185,116967,118653,120107,120917,120618,119831,119960,121324,124143,127389,130184,131415,131713,131616,132413,134358,137571,140832,142711,143587,144701,147277,151913,158549,166879,169685,172427,168868,164811,162088,158547,154469,150041,145747
1,53,50575,52026,53504,54960,56638,58505,60918,63605,66592,69166,70826,74971,80477,84201,87517,90250,92955,95573,97991,100047,102074,104302,107052,109953,112598,114862,116930,118717,120143,120606,120136,119323,119452,120817,123632,126873,129665,130900,131204,131116,131918,133864,137072,140328,142208,143089,144206,146781,151408,158028,166337,169141,171881,168342,164305,161598,158074,154015,149606
1,54,48617,50128,51583,53059,54515,56193,58059,60465,63142,66119,68686,70349,74471,79951,83670,86981,89716,92413,95025,97461,99528,101508,103748,106504,109435,112212,114758,116899,118660,119769,120076,119582,118776,118911,120279,123090,126325,129114,130353,130665,130586,131394,133339,136542,139794,141675,142561,143681,146253,150871,157475,165761,168563,171301,167782,163766,161075,157570,153531
1,55,46577,48143,49655,51108,52583,54039,55715,57576,59972,62639,65604,68165,69822,73927,79388,83097,86405,89132,91822,94451,96894,98917,100911,103158,105941,108984,112034,114638,116752,118223,119188,119471,118984,118190,118336,119705,122512,125742,128527,129770,130090,130020,130833,132779,135977,139224,141105,141995,143119,145689,150296,156882,165145,167944,170680,167182,163189,160515,157030
1,56,44885,46080,47645,49153,50602,52075,53529,55200,57054,59439,62094,65045,67597,69256,73348,78783,82485,85779,88500,91205,93839,96238,98272,100274,102547,105423,108735,111822,114399,116249,117589,118530,118818,118343,117564,117719,119092,121894,125118,127899,129145,129474,129414,130233,132178,135371,138611,140493,141388,142516,145083,149679,156246,164482,167279,170013,166537,162568,159912
1,57,43593,44364,45560,47118,48621,50066,51534,52983,54647,56493,58865,61507,64447,66992,68658,72732,78142,81827,85109,87842,90551,93139,95544,97586,99611,101964,105095,108430,111488,113827,115558,116877,117819,118115,117655,116892,117058,118434,121231,124448,127224,128475,128812,128763,129587,131532,134718,137953,139835,140735,141866,144431,149014,155560,163769,166563,169294,165842,161898
1,58,42995,43040,43816,45009,46558,48055,49494,50955,52398,54055,55890,58249,60885,63812,66355,68024,72082,77456,81124,84411,87146,89809,92402,94810,96874,98973,101570,104705,108011,110853,113082,114791,116109,117057,117364,116920,116173,116350,117729,120520,123729,126501,127755,128101,128063,128893,130838,134017,137245,139127,140032,141167,143729,148299,154823,163001,165792,168519,165093
1,59,42737,42395,42455,43232,44420,45961,47449,48882,50335,51771,53418,55244,57599,60223,63142,65678,67353,71385,76724,80390,83673,86365,89029,91624,94050,96182,98515,101104,104212,107319,110056,112262,113969,115289,116245,116564,116136,115407,115595,116977,119763,122963,125729,126988,127343,127316,128152,130097,133268,136488,138370,139280,140420,142977,147533,154032,162179,164965,167689
1,60,42760,42079,41760,41830,42609,43792,45323,46802,48227,49672,51101,52739,54567,56911,59528,62433,64965,66637,70645,75960,79616,82852,85544,88209,90817,93301,95666,97969,100536,103463,106473,109184,111384,113092,114416,115379,115710,115298,114589,114788,116173,118952,122143,124903,126166,126531,126516,127359,129302,132465,135676,137558,138474,139617,142170,146711,153184,161296,164078
1,61,42458,42040,41388,41087,41171,41949,43128,44648,46119,47535,48972,50395,52037,53859,56196,58801,61693,64212,65884,69877,75159,78763,81990,84681,87353,90009,92715,95037,97321,99728,102566,105549,108249,110444,112154,113483,114453,114797,114404,113713,113925,115313,118085,121266,124019,125286,125661,125659,126507,128450,131604,134805,136687,137608,138755,141304,145827,152272,160347
1,62,41748,41684,41291,40666,40386,40482,41263,42435,43945,45407,46817,48247,49675,51312,53131,55456,58049,60919,63424,65106,69076,74282,77870,81084,83777,86484,89347,91998,94302,96446,98778,101590,104558,107249,109441,111152,112485,113463,113820,113445,112776,113000,114391,117155,120324,123070,124341,124727,124738,125593,127534,130677,133869,135749,136677,137828,140371,144876,151291
1,63,40465,40928,40885,40517,39919,39661,39770,40552,41719,43219,44672,46076,47508,48933,50567,52378,54691,57262,60111,62611,64295,68201,73364,76929,80135,82853,85746,88562,91191,93363,95438,97749,100547,103501,106183,108370,110082,111420,112406,112776,112421,111774,112011,113405,116159,119317,122054,123329,123726,123750,124612,126551,129683,132864,134743,135676,136831,139368,143853
1,64,38369,39611,40084,40059,39717,39147,38910,39033,39816,40978,42467,43910,45316,46742,48164,49791,51593,53887,56437,59271,61758,63409,67281,72396,75943,79159,82052,84891,87682,90184,92290,94347,96649,99434,102374,105046,107228,108941,110283,111277,111661,111327,110702,110953,112349,115094,118238,120966,122244,122653,122692,123560,125496,128617,131785,133662,134602,135761,138291
1,65,35782,37491,38724,39205,39199,38882,38341,38125,38262,39045,40200,41677,43120,44518,45939,47354,48973,50761,53034,55569,58380,60824,62471,66307,71375,74921,78303,81127,83939,86607,89042,91130,93179,95472,98243,101168,103828,106005,107718,109065,110067,110465,110153,109552,109818,111216,113949,117078,119795,121078,121498,121552,122428,124361,127468,130622,132497,133443,134606
