servicio,sexo,año,n,edad
Valparaiso y San Antonio,F,2015,12760,0-5
Aconcagua,F,2015,7509,0-5
Libertador B. O'Higgins,F,2015,22248,0-5
Maule,F,2015,26488,0-5
Concepcion,F,2015,15377,0-5
Talcahuano,F,2015,8976,0-5
Arauco,F,2015,4863,0-5
Bio-Bio y Los Angeles,F,2015,9997,0-5
Ñuble,F,2015,11483,0-5
Araucanía Sur,F,2015,19308,0-5
Araucanía Norte,F,2015,5168,0-5
Reloncavi,F,2015,10224,0-5
Chiloé,F,2015,4036,0-5
Osorno,F,2015,5878,0-5
Valdivia,F,2015,9683,0-5
Aysen,F,2015,2305,0-5
Magallanes,F,2015,3466,0-5
Metropolitano Central,F,2015,22010,0-5
Metropolitano Norte,F,2015,22354,0-5
Metropolitano Oriente,F,2015,13553,0-5
Metropolitano Sur-Oriente,F,2015,34698,0-5
Metropolitano Sur,F,2015,29638,0-5
Metropolitano Occidente,F,2015,30530,0-5
Arica y Parinacota,F,2015,6358,5-15
Iquique y Tarapaca,F,2015,9464,5-15
Antofagasta,F,2015,13269,5-15
Atacama,F,2015,9037,5-15
Coquimbo,F,2015,21643,5-15
Viña del Mar y Quillota,F,2015,23294,5-15
Valparaiso y San Antonio,F,2015,13072,5-15
Aconcagua,F,2015,7626,5-15
Libertador B. O'Higgins,F,2015,24502,5-15
Maule,F,2015,28869,5-15
Concepcion,F,2015,15594,5-15
Talcahuano,F,2015,9322,5-15
Arauco,F,2015,5281,5-15
Bio-Bio y Los Angeles,F,2015,12085,5-15
Ñuble,F,2015,12818,5-15
Araucanía Sur,F,2015,21521,5-15
Araucanía Norte,F,2015,5551,5-15
Reloncavi,F,2015,12281,5-15
Chiloé,F,2015,5342,5-15
Osorno,F,2015,7146,5-15
Valdivia,F,2015,10575,5-15
Aysen,F,2015,2984,5-15
Magallanes,F,2015,3768,5-15
Metropolitano Central,F,2015,21687,5-15
Metropolitano Norte,F,2015,23973,5-15
Metropolitano Oriente,F,2015,14863,5-15
Metropolitano Sur-Oriente,F,2015,38559,5-15
Metropolitano Sur,F,2015,31171,5-15
Metropolitano Occidente,F,2015,34049,5-15
Arica y Parinacota,F,2015,5959,5-15
Iquique y Tarapaca,F,2015,8657,5-15
Antofagasta,F,2015,12756,5-15
Atacama,F,2015,8138,5-15
Coquimbo,F,2015,20262,5-15
Viña del Mar y Quillota,F,2015,22735,5-15
Valparaiso y San Antonio,F,2015,12889,5-15
Aconcagua,F,2015,7372,5-15
Libertador B. O'Higgins,F,2015,23567,5-15
Maule,F,2015,28781,5-15
Concepcion,F,2015,15589,5-15
Talcahuano,F,2015,9130,5-15
Arauco,F,2015,5625,5-15
Bio-Bio y Los Angeles,F,2015,12283,5-15
Ñuble,F,2015,13089,5-15
Araucanía Sur,F,2015,21593,5-15
Araucanía Norte,F,2015,5829,5-15
Reloncavi,F,2015,12160,5-15
Chiloé,F,2015,5631,5-15
Osorno,F,2015,6955,5-15
Valdivia,F,2015,10352,5-15
Aysen,F,2015,2934,5-15
Magallanes,F,2015,3615,5-15
Metropolitano Central,F,2015,20945,5-15
Metropolitano Norte,F,2015,23069,5-15
Metropolitano Oriente,F,2015,15102,5-15
Metropolitano Sur-Oriente,F,2015,37952,5-15
Metropolitano Sur,F,2015,30555,5-15
Metropolitano Occidente,F,2015,32936,5-15
Arica y Parinacota,F,2015,6489,15-25
Iquique y Tarapaca,F,2015,9177,15-25
Antofagasta,F,2015,14406,15-25
Atacama,F,2015,8834,15-25
Coquimbo,F,2015,22353,15-25
Viña del Mar y Quillota,F,2015,25706,15-25
Valparaiso y San Antonio,F,2015,14536,15-25
Aconcagua,F,2015,8158,15-25
Libertador B. O'Higgins,F,2015,26848,15-25
Maule,F,2015,32171,15-25
Concepcion,F,2015,17282,15-25
Talcahuano,F,2015,10516,15-25
Arauco,F,2015,5957,15-25
Bio-Bio y Los Angeles,F,2015,13504,15-25
Ñuble,F,2015,15013,15-25
Araucanía Sur,F,2015,23939,15-25
Araucanía Norte,F,2015,6592,15-25
Reloncavi,F,2015,13027,15-25
Chiloé,F,2015,6117,15-25
Osorno,F,2015,7926,15-25
Valdivia,F,2015,11278,15-25
Aysen,F,2015,3083,15-25
Magallanes,F,2015,4151,15-25
Metropolitano Central,F,2015,24091,15-25
Metropolitano Norte,F,2015,25317,15-25
Metropolitano Oriente,F,2015,17408,15-25
Metropolitano Sur-Oriente,F,2015,42485,15-25
Metropolitano Sur,F,2015,34159,15-25
Metropolitano Occidente,F,2015,37207,15-25
Arica y Parinacota,F,2015,6789,15-25
Iquique y Tarapaca,F,2015,9822,15-25
Antofagasta,F,2015,16196,15-25
Atacama,F,2015,9179,15-25
Coquimbo,F,2015,22774,15-25
Viña del Mar y Quillota,F,2015,27893,15-25
Valparaiso y San Antonio,F,2015,15275,15-25
Aconcagua,F,2015,8519,15-25
Libertador B. O'Higgins,F,2015,26980,15-25
Maule,F,2015,33041,15-25
Concepcion,F,2015,19035,15-25
Talcahuano,F,2015,11344,15-25
Arauco,F,2015,5971,15-25
Bio-Bio y Los Angeles,F,2015,13852,15-25
Ñuble,F,2015,15198,15-25
Araucanía Sur,F,2015,24779,15-25
Araucanía Norte,F,2015,7047,15-25
Reloncavi,F,2015,13478,15-25
Chiloé,F,2015,5978,15-25
Osorno,F,2015,7999,15-25
Valdivia,F,2015,11840,15-25
Aysen,F,2015,3119,15-25
Magallanes,F,2015,4457,15-25
Metropolitano Central,F,2015,27623,15-25
Metropolitano Norte,F,2015,26689,15-25
Metropolitano Oriente,F,2015,19735,15-25
Metropolitano Sur-Oriente,F,2015,45429,15-25
Metropolitano Sur,F,2015,35193,15-25
Metropolitano Occidente,F,2015,39268,15-25
Arica y Parinacota,F,2015,6797,25-35
Iquique y Tarapaca,F,2015,10694,25-35
Antofagasta,F,2015,17212,25-35
Atacama,F,2015,9266,25-35
Coquimbo,F,2015,23363,25-35
Viña del Mar y Quillota,F,2015,29154,25-35
Valparaiso y San Antonio,F,2015,16147,25-35
Aconcagua,F,2015,8626,25-35
Libertador B. O'Higgins,F,2015,27197,25-35
Maule,F,2015,33419,25-35
Concepcion,F,2015,19495,25-35
Talcahuano,F,2015,11906,25-35
Arauco,F,2015,5799,25-35
Bio-Bio y Los Angeles,F,2015,12969,25-35
Ñuble,F,2015,15194,25-35
Araucanía Sur,F,2015,23948,25-35
Araucanía Norte,F,2015,6559,25-35
Reloncavi,F,2015,13315,25-35
Chiloé,F,2015,5967,25-35
Osorno,F,2015,7894,25-35
Valdivia,F,2015,11220,25-35
Aysen,F,2015,3417,25-35
Magallanes,F,2015,5039,25-35
Metropolitano Central,F,2015,32020,25-35
Metropolitano Norte,F,2015,26587,25-35
Metropolitano Oriente,F,2015,21905,25-35
Metropolitano Sur-Oriente,F,2015,44071,25-35
Metropolitano Sur,F,2015,35643,25-35
Metropolitano Occidente,F,2015,38319,25-35
Arica y Parinacota,F,2015,6340,25-35
Iquique y Tarapaca,F,2015,10078,25-35
Antofagasta,F,2015,15812,25-35
Atacama,F,2015,8374,25-35
Coquimbo,F,2015,21399,25-35
Viña del Mar y Quillota,F,2015,26789,25-35
Valparaiso y San Antonio,F,2015,14686,25-35
Aconcagua,F,2015,7861,25-35
Libertador B. O'Higgins,F,2015,24085,25-35
Maule,F,2015,29985,25-35
Concepcion,F,2015,17312,25-35
Talcahuano,F,2015,10039,25-35
Arauco,F,2015,5397,25-35
Bio-Bio y Los Angeles,F,2015,11787,25-35
Ñuble,F,2015,13596,25-35
Araucanía Sur,F,2015,21749,25-35
Araucanía Norte,F,2015,5996,25-35
Reloncavi,F,2015,12144,25-35
Chiloé,F,2015,5730,25-35
Osorno,F,2015,7045,25-35
Valdivia,F,2015,10164,25-35
Aysen,F,2015,3063,25-35
Magallanes,F,2015,4733,25-35
Metropolitano Central,F,2015,28916,25-35
Metropolitano Norte,F,2015,23946,25-35
Metropolitano Oriente,F,2015,21044,25-35
Metropolitano Sur-Oriente,F,2015,39321,25-35
Metropolitano Sur,F,2015,32168,25-35
Metropolitano Occidente,F,2015,33770,25-35
Arica y Parinacota,F,2015,5597,35-45
Iquique y Tarapaca,F,2015,8836,35-45
Antofagasta,F,2015,14658,35-45
Atacama,F,2015,7511,35-45
Coquimbo,F,2015,20002,35-45
Viña del Mar y Quillota,F,2015,24043,35-45
Valparaiso y San Antonio,F,2015,13705,35-45
Aconcagua,F,2015,7261,35-45
Libertador B. O'Higgins,F,2015,23435,35-45
Maule,F,2015,28914,35-45
Concepcion,F,2015,15720,35-45
Talcahuano,F,2015,9707,35-45
Arauco,F,2015,5182,35-45
Bio-Bio y Los Angeles,F,2015,11524,35-45
Ñuble,F,2015,12803,35-45
Araucanía Sur,F,2015,20310,35-45
Araucanía Norte,F,2015,5533,35-45
Reloncavi,F,2015,11541,35-45
Chiloé,F,2015,5604,35-45
Osorno,F,2015,7028,35-45
Valdivia,F,2015,9186,35-45
Aysen,F,2015,2996,35-45
Magallanes,F,2015,4464,35-45
Metropolitano Central,F,2015,26019,35-45
Metropolitano Norte,F,2015,22876,35-45
Metropolitano Oriente,F,2015,21168,35-45
Metropolitano Sur-Oriente,F,2015,34737,35-45
Metropolitano Sur,F,2015,28529,35-45
Metropolitano Occidente,F,2015,32341,35-45
Arica y Parinacota,F,2015,5899,35-45
Iquique y Tarapaca,F,2015,8385,35-45
Antofagasta,F,2015,14231,35-45
Atacama,F,2015,7712,35-45
Coquimbo,F,2015,20825,35-45
Viña del Mar y Quillota,F,2015,25188,35-45
Valparaiso y San Antonio,F,2015,13767,35-45
Aconcagua,F,2015,7406,35-45
Libertador B. O'Higgins,F,2015,25708,35-45
Maule,F,2015,31036,35-45
Concepcion,F,2015,17457,35-45
Talcahuano,F,2015,10751,35-45
Arauco,F,2015,5645,35-45
Bio-Bio y Los Angeles,F,2015,12630,35-45
Ñuble,F,2015,14881,35-45
Araucanía Sur,F,2015,22263,35-45
Araucanía Norte,F,2015,6094,35-45
Reloncavi,F,2015,12386,35-45
Chiloé,F,2015,5692,35-45
Osorno,F,2015,7691,35-45
Valdivia,F,2015,10023,35-45
Aysen,F,2015,2872,35-45
Magallanes,F,2015,4386,35-45
Metropolitano Central,F,2015,26750,35-45
Metropolitano Norte,F,2015,24800,35-45
Metropolitano Oriente,F,2015,22851,35-45
Metropolitano Sur-Oriente,F,2015,38520,35-45
Metropolitano Sur,F,2015,30791,35-45
Metropolitano Occidente,F,2015,35330,35-45
Arica y Parinacota,F,2015,5433,45-55
Iquique y Tarapaca,F,2015,7457,45-55
Antofagasta,F,2015,12680,45-55
Atacama,F,2015,7831,45-55
Coquimbo,F,2015,20735,45-55
Viña del Mar y Quillota,F,2015,25396,45-55
Valparaiso y San Antonio,F,2015,14172,45-55
Aconcagua,F,2015,7759,45-55
Libertador B. O'Higgins,F,2015,26059,45-55
Maule,F,2015,32156,45-55
Concepcion,F,2015,18396,45-55
Talcahuano,F,2015,11263,45-55
Arauco,F,2015,5435,45-55
Bio-Bio y Los Angeles,F,2015,12835,45-55
Ñuble,F,2015,15528,45-55
Araucanía Sur,F,2015,22281,45-55
Araucanía Norte,F,2015,6292,45-55
Reloncavi,F,2015,12328,45-55
Chiloé,F,2015,5590,45-55
Osorno,F,2015,7724,45-55
Valdivia,F,2015,10908,45-55
Aysen,F,2015,2812,45-55
Magallanes,F,2015,4232,45-55
Metropolitano Central,F,2015,26404,45-55
Metropolitano Norte,F,2015,23881,45-55
Metropolitano Oriente,F,2015,23342,45-55
Metropolitano Sur-Oriente,F,2015,38491,45-55
Metropolitano Sur,F,2015,31280,45-55
Metropolitano Occidente,F,2015,34573,45-55
Arica y Parinacota,F,2015,5420,45-55
Iquique y Tarapaca,F,2015,7454,45-55
Antofagasta,F,2015,12827,45-55
Atacama,F,2015,7969,45-55
Coquimbo,F,2015,20416,45-55
Viña del Mar y Quillota,F,2015,27844,45-55
Valparaiso y San Antonio,F,2015,15189,45-55
Aconcagua,F,2015,7989,45-55
Libertador B. O'Higgins,F,2015,26272,45-55
Maule,F,2015,31502,45-55
Concepcion,F,2015,18659,45-55
Talcahuano,F,2015,12059,45-55
Arauco,F,2015,5022,45-55
Bio-Bio y Los Angeles,F,2015,11867,45-55
Ñuble,F,2015,14781,45-55
Araucanía Sur,F,2015,20964,45-55
Araucanía Norte,F,2015,6345,45-55
Reloncavi,F,2015,11347,45-55
Chiloé,F,2015,5004,45-55
Osorno,F,2015,7383,45-55
Valdivia,F,2015,10765,45-55
Aysen,F,2015,2621,45-55
Magallanes,F,2015,4524,45-55
Metropolitano Central,F,2015,29831,45-55
Metropolitano Norte,F,2015,24180,45-55
Metropolitano Oriente,F,2015,24511,45-55
Metropolitano Sur-Oriente,F,2015,42781,45-55
Metropolitano Sur,F,2015,34085,45-55
Metropolitano Occidente,F,2015,36018,45-55
Arica y Parinacota,F,2015,4471,55-65
Iquique y Tarapaca,F,2015,6360,55-65
Antofagasta,F,2015,11054,55-65
Atacama,F,2015,6599,55-65
Coquimbo,F,2015,17423,55-65
Viña del Mar y Quillota,F,2015,24806,55-65
Valparaiso y San Antonio,F,2015,13770,55-65
Aconcagua,F,2015,6718,55-65
Libertador B. O'Higgins,F,2015,22177,55-65
Maule,F,2015,26253,55-65
Concepcion,F,2015,16012,55-65
Talcahuano,F,2015,10462,55-65
Arauco,F,2015,4390,55-65
Bio-Bio y Los Angeles,F,2015,10000,55-65
Ñuble,F,2015,12887,55-65
Araucanía Sur,F,2015,17593,55-65
Araucanía Norte,F,2015,5224,55-65
Reloncavi,F,2015,8820,55-65
Chiloé,F,2015,4116,55-65
Osorno,F,2015,6444,55-65
Valdivia,F,2015,8757,55-65
Aysen,F,2015,2350,55-65
Magallanes,F,2015,4022,55-65
Metropolitano Central,F,2015,25804,55-65
Metropolitano Norte,F,2015,19975,55-65
Metropolitano Oriente,F,2015,22107,55-65
Metropolitano Sur-Oriente,F,2015,37902,55-65
Metropolitano Sur,F,2015,30416,55-65
Metropolitano Occidente,F,2015,30552,55-65
Arica y Parinacota,F,2015,3918,55-65
Iquique y Tarapaca,F,2015,5358,55-65
Antofagasta,F,2015,9284,55-65
Atacama,F,2015,5550,55-65
Coquimbo,F,2015,14992,55-65
Viña del Mar y Quillota,F,2015,20542,55-65
Valparaiso y San Antonio,F,2015,11531,55-65
Aconcagua,F,2015,5614,55-65
Libertador B. O'Higgins,F,2015,17810,55-65
Maule,F,2015,22114,55-65
Concepcion,F,2015,13754,55-65
Talcahuano,F,2015,8787,55-65
Arauco,F,2015,3750,55-65
Bio-Bio y Los Angeles,F,2015,8312,55-65
Ñuble,F,2015,10507,55-65
Araucanía Sur,F,2015,14761,55-65
Araucanía Norte,F,2015,4723,55-65
Reloncavi,F,2015,7245,55-65
Chiloé,F,2015,3297,55-65
Osorno,F,2015,5329,55-65
Valdivia,F,2015,7439,55-65
Aysen,F,2015,1840,55-65
Magallanes,F,2015,3234,55-65
Metropolitano Central,F,2015,21165,55-65
Metropolitano Norte,F,2015,16201,55-65
Metropolitano Oriente,F,2015,20300,55-65
Metropolitano Sur-Oriente,F,2015,30528,55-65
Metropolitano Sur,F,2015,24420,55-65
Metropolitano Occidente,F,2015,24912,55-65
Arica y Parinacota,F,2015,3540,65-75
Iquique y Tarapaca,F,2015,4155,65-75
Antofagasta,F,2015,7392,65-75
Atacama,F,2015,4438,65-75
Coquimbo,F,2015,12208,65-75
Viña del Mar y Quillota,F,2015,17634,65-75
Valparaiso y San Antonio,F,2015,10353,65-75
Aconcagua,F,2015,4643,65-75
Libertador B. O'Higgins,F,2015,14746,65-75
Maule,F,2015,18594,65-75
Concepcion,F,2015,11519,65-75
Talcahuano,F,2015,7478,65-75
Arauco,F,2015,2821,65-75
Bio-Bio y Los Angeles,F,2015,7133,65-75
Ñuble,F,2015,9096,65-75
Araucanía Sur,F,2015,13124,65-75
Araucanía Norte,F,2015,3901,65-75
Reloncavi,F,2015,6223,65-75
Chiloé,F,2015,2976,65-75
Osorno,F,2015,4725,65-75
Valdivia,F,2015,6400,65-75
Aysen,F,2015,1434,65-75
Magallanes,F,2015,2825,65-75
Metropolitano Central,F,2015,18594,65-75
Metropolitano Norte,F,2015,14282,65-75
Metropolitano Oriente,F,2015,19106,65-75
Metropolitano Sur-Oriente,F,2015,25128,65-75
Metropolitano Sur,F,2015,20979,65-75
Metropolitano Occidente,F,2015,22243,65-75
Arica y Parinacota,F,2015,2918,65-75
Iquique y Tarapaca,F,2015,3053,65-75
Antofagasta,F,2015,6024,65-75
Atacama,F,2015,3689,65-75
Coquimbo,F,2015,10502,65-75
Viña del Mar y Quillota,F,2015,15568,65-75
Valparaiso y San Antonio,F,2015,8605,65-75
Aconcagua,F,2015,3860,65-75
Libertador B. O'Higgins,F,2015,11643,65-75
Maule,F,2015,14606,65-75
Concepcion,F,2015,9212,65-75
Talcahuano,F,2015,6202,65-75
Arauco,F,2015,2224,65-75
Bio-Bio y Los Angeles,F,2015,5948,65-75
Ñuble,F,2015,7536,65-75
Araucanía Sur,F,2015,10874,65-75
Araucanía Norte,F,2015,3391,65-75
Reloncavi,F,2015,5040,65-75
Chiloé,F,2015,2550,65-75
Osorno,F,2015,3882,65-75
Valdivia,F,2015,5161,65-75
Aysen,F,2015,1134,65-75
Magallanes,F,2015,2429,65-75
Metropolitano Central,F,2015,15266,65-75
Metropolitano Norte,F,2015,11821,65-75
Metropolitano Oriente,F,2015,17730,65-75
Metropolitano Sur-Oriente,F,2015,19251,65-75
Metropolitano Sur,F,2015,17354,65-75
Metropolitano Occidente,F,2015,18088,65-75
Arica y Parinacota,F,2015,2068,>75
Iquique y Tarapaca,F,2015,2167,>75
Antofagasta,F,2015,4417,>75
Atacama,F,2015,2648,>75
Coquimbo,F,2015,7807,>75
Viña del Mar y Quillota,F,2015,11890,>75
Valparaiso y San Antonio,F,2015,6644,>75
Aconcagua,F,2015,2819,>75
Libertador B. O'Higgins,F,2015,8518,>75
Maule,F,2015,11087,>75
Concepcion,F,2015,6800,>75
Talcahuano,F,2015,4416,>75
Arauco,F,2015,1612,>75
Bio-Bio y Los Angeles,F,2015,4585,>75
Ñuble,F,2015,5756,>75
Araucanía Sur,F,2015,8846,>75
Araucanía Norte,F,2015,2629,>75
Reloncavi,F,2015,3915,>75
Chiloé,F,2015,2081,>75
Osorno,F,2015,3045,>75
Valdivia,F,2015,4312,>75
Aysen,F,2015,837,>75
Magallanes,F,2015,1908,>75
Metropolitano Central,F,2015,11088,>75
Metropolitano Norte,F,2015,8915,>75
Metropolitano Oriente,F,2015,13961,>75
Metropolitano Sur-Oriente,F,2015,13048,>75
Metropolitano Sur,F,2015,13097,>75
Metropolitano Occidente,F,2015,12759,>75
Arica y Parinacota,F,2015,2380,>75
Iquique y Tarapaca,F,2015,2640,>75
Antofagasta,F,2015,5360,>75
Atacama,F,2015,3230,>75
Coquimbo,F,2015,10143,>75
Viña del Mar y Quillota,F,2015,16213,>75
Valparaiso y San Antonio,F,2015,9125,>75
Aconcagua,F,2015,3600,>75
Libertador B. O'Higgins,F,2015,10595,>75
Maule,F,2015,12936,>75
Concepcion,F,2015,8270,>75
Talcahuano,F,2015,5220,>75
Arauco,F,2015,1938,>75
Bio-Bio y Los Angeles,F,2015,5420,>75
Ñuble,F,2015,6744,>75
Araucanía Sur,F,2015,11127,>75
Araucanía Norte,F,2015,3281,>75
Reloncavi,F,2015,4571,>75
Chiloé,F,2015,2552,>75
Osorno,F,2015,3791,>75
Valdivia,F,2015,5047,>75
Aysen,F,2015,856,>75
Magallanes,F,2015,2337,>75
Metropolitano Central,F,2015,15218,>75
Metropolitano Norte,F,2015,11583,>75
Metropolitano Oriente,F,2015,23178,>75
Metropolitano Sur-Oriente,F,2015,15006,>75
Metropolitano Sur,F,2015,18302,>75
Metropolitano Occidente,F,2015,15180,>75
Arica y Parinacota,F,2016,6601,0-5
Iquique y Tarapaca,F,2016,9250,0-5
Antofagasta,F,2016,14067,0-5
Atacama,F,2016,7821,0-5
Coquimbo,F,2016,21391,0-5
Viña del Mar y Quillota,F,2016,22970,0-5
Valparaiso y San Antonio,F,2016,12543,0-5
Aconcagua,F,2016,7348,0-5
Libertador B. O'Higgins,F,2016,22567,0-5
Maule,F,2016,26594,0-5
Concepcion,F,2016,15287,0-5
Talcahuano,F,2016,8713,0-5
Arauco,F,2016,4731,0-5
Bio-Bio y Los Angeles,F,2016,10107,0-5
Ñuble,F,2016,11457,0-5
Araucanía Sur,F,2016,18979,0-5
Araucanía Norte,F,2016,5425,0-5
Reloncavi,F,2016,10290,0-5
Chiloé,F,2016,4038,0-5
Osorno,F,2016,5624,0-5
Valdivia,F,2016,9601,0-5
Aysen,F,2016,2347,0-5
Magallanes,F,2016,3445,0-5
Metropolitano Central,F,2016,22362,0-5
Metropolitano Norte,F,2016,22491,0-5
Metropolitano Oriente,F,2016,13019,0-5
Metropolitano Sur-Oriente,F,2016,33940,0-5
Metropolitano Sur,F,2016,28793,0-5
Metropolitano Occidente,F,2016,30355,0-5
Arica y Parinacota,F,2016,6628,5-15
Iquique y Tarapaca,F,2016,10086,5-15
Antofagasta,F,2016,13679,5-15
Atacama,F,2016,9195,5-15
Coquimbo,F,2016,22532,5-15
Viña del Mar y Quillota,F,2016,23938,5-15
Valparaiso y San Antonio,F,2016,13303,5-15
Aconcagua,F,2016,7701,5-15
Libertador B. O'Higgins,F,2016,24800,5-15
Maule,F,2016,29357,5-15
Concepcion,F,2016,15972,5-15
Talcahuano,F,2016,9406,5-15
Arauco,F,2016,5427,5-15
Bio-Bio y Los Angeles,F,2016,12027,5-15
Ñuble,F,2016,12952,5-15
Araucanía Sur,F,2016,21745,5-15
Araucanía Norte,F,2016,5418,5-15
Reloncavi,F,2016,12345,5-15
Chiloé,F,2016,5298,5-15
Osorno,F,2016,7147,5-15
Valdivia,F,2016,10624,5-15
Aysen,F,2016,3111,5-15
Magallanes,F,2016,3755,5-15
Metropolitano Central,F,2016,21884,5-15
Metropolitano Norte,F,2016,24172,5-15
Metropolitano Oriente,F,2016,14759,5-15
Metropolitano Sur-Oriente,F,2016,38339,5-15
Metropolitano Sur,F,2016,31458,5-15
Metropolitano Occidente,F,2016,33931,5-15
Arica y Parinacota,F,2016,6116,5-15
Iquique y Tarapaca,F,2016,8780,5-15
Antofagasta,F,2016,12939,5-15
Atacama,F,2016,8130,5-15
Coquimbo,F,2016,20114,5-15
Viña del Mar y Quillota,F,2016,22712,5-15
Valparaiso y San Antonio,F,2016,12602,5-15
Aconcagua,F,2016,7239,5-15
Libertador B. O'Higgins,F,2016,23320,5-15
Maule,F,2016,28265,5-15
Concepcion,F,2016,15340,5-15
Talcahuano,F,2016,8982,5-15
Arauco,F,2016,5460,5-15
Bio-Bio y Los Angeles,F,2016,12047,5-15
Ñuble,F,2016,12885,5-15
Araucanía Sur,F,2016,21364,5-15
Araucanía Norte,F,2016,5803,5-15
Reloncavi,F,2016,12105,5-15
Chiloé,F,2016,5541,5-15
Osorno,F,2016,6863,5-15
Valdivia,F,2016,10319,5-15
Aysen,F,2016,2978,5-15
Magallanes,F,2016,3587,5-15
Metropolitano Central,F,2016,20726,5-15
Metropolitano Norte,F,2016,23115,5-15
Metropolitano Oriente,F,2016,14627,5-15
Metropolitano Sur-Oriente,F,2016,37038,5-15
Metropolitano Sur,F,2016,29916,5-15
Metropolitano Occidente,F,2016,32234,5-15
Arica y Parinacota,F,2016,6446,15-25
Iquique y Tarapaca,F,2016,9362,15-25
Antofagasta,F,2016,14482,15-25
Atacama,F,2016,8657,15-25
Coquimbo,F,2016,22367,15-25
Viña del Mar y Quillota,F,2016,25868,15-25
Valparaiso y San Antonio,F,2016,14257,15-25
Aconcagua,F,2016,7996,15-25
Libertador B. O'Higgins,F,2016,26540,15-25
Maule,F,2016,31566,15-25
Concepcion,F,2016,17010,15-25
Talcahuano,F,2016,10267,15-25
Arauco,F,2016,5922,15-25
Bio-Bio y Los Angeles,F,2016,13227,15-25
Ñuble,F,2016,14577,15-25
Araucanía Sur,F,2016,23651,15-25
Araucanía Norte,F,2016,6446,15-25
Reloncavi,F,2016,12892,15-25
Chiloé,F,2016,5967,15-25
Osorno,F,2016,7880,15-25
Valdivia,F,2016,11210,15-25
Aysen,F,2016,3351,15-25
Magallanes,F,2016,4052,15-25
Metropolitano Central,F,2016,23654,15-25
Metropolitano Norte,F,2016,25249,15-25
Metropolitano Oriente,F,2016,16944,15-25
Metropolitano Sur-Oriente,F,2016,41734,15-25
Metropolitano Sur,F,2016,33455,15-25
Metropolitano Occidente,F,2016,36284,15-25
Arica y Parinacota,F,2016,7162,15-25
Iquique y Tarapaca,F,2016,10621,15-25
Antofagasta,F,2016,17722,15-25
Atacama,F,2016,9737,15-25
Coquimbo,F,2016,24447,15-25
Viña del Mar y Quillota,F,2016,29700,15-25
Valparaiso y San Antonio,F,2016,15919,15-25
Aconcagua,F,2016,8791,15-25
Libertador B. O'Higgins,F,2016,28829,15-25
Maule,F,2016,34832,15-25
Concepcion,F,2016,19578,15-25
Talcahuano,F,2016,11723,15-25
Arauco,F,2016,6238,15-25
Bio-Bio y Los Angeles,F,2016,14156,15-25
Ñuble,F,2016,16102,15-25
Araucanía Sur,F,2016,25956,15-25
Araucanía Norte,F,2016,7327,15-25
Reloncavi,F,2016,14174,15-25
Chiloé,F,2016,6177,15-25
Osorno,F,2016,8287,15-25
Valdivia,F,2016,12494,15-25
Aysen,F,2016,3591,15-25
Magallanes,F,2016,4640,15-25
Metropolitano Central,F,2016,29487,15-25
Metropolitano Norte,F,2016,28382,15-25
Metropolitano Oriente,F,2016,20230,15-25
Metropolitano Sur-Oriente,F,2016,46561,15-25
Metropolitano Sur,F,2016,36836,15-25
Metropolitano Occidente,F,2016,40588,15-25
Arica y Parinacota,F,2016,7363,25-35
Iquique y Tarapaca,F,2016,11645,25-35
Antofagasta,F,2016,18958,25-35
Atacama,F,2016,9821,25-35
Coquimbo,F,2016,25176,25-35
Viña del Mar y Quillota,F,2016,31342,25-35
Valparaiso y San Antonio,F,2016,17000,25-35
Aconcagua,F,2016,8983,25-35
Libertador B. O'Higgins,F,2016,28932,25-35
Maule,F,2016,35449,25-35
Concepcion,F,2016,20860,25-35
Talcahuano,F,2016,12631,25-35
Arauco,F,2016,6056,25-35
Bio-Bio y Los Angeles,F,2016,13860,25-35
Ñuble,F,2016,15997,25-35
Araucanía Sur,F,2016,25477,25-35
Araucanía Norte,F,2016,7030,25-35
Reloncavi,F,2016,14375,25-35
Chiloé,F,2016,6195,25-35
Osorno,F,2016,8257,25-35
Valdivia,F,2016,12082,25-35
Aysen,F,2016,3952,25-35
Magallanes,F,2016,5292,25-35
Metropolitano Central,F,2016,34938,25-35
Metropolitano Norte,F,2016,28797,25-35
Metropolitano Oriente,F,2016,22713,25-35
Metropolitano Sur-Oriente,F,2016,46172,25-35
Metropolitano Sur,F,2016,37919,25-35
Metropolitano Occidente,F,2016,40235,25-35
Arica y Parinacota,F,2016,6742,25-35
Iquique y Tarapaca,F,2016,10715,25-35
Antofagasta,F,2016,16805,25-35
Atacama,F,2016,8683,25-35
Coquimbo,F,2016,22477,25-35
Viña del Mar y Quillota,F,2016,28005,25-35
Valparaiso y San Antonio,F,2016,15147,25-35
Aconcagua,F,2016,8082,25-35
Libertador B. O'Higgins,F,2016,24963,25-35
Maule,F,2016,30636,25-35
Concepcion,F,2016,17540,25-35
Talcahuano,F,2016,10211,25-35
Arauco,F,2016,5425,25-35
Bio-Bio y Los Angeles,F,2016,11978,25-35
Ñuble,F,2016,13980,25-35
Araucanía Sur,F,2016,22566,25-35
Araucanía Norte,F,2016,6160,25-35
Reloncavi,F,2016,12647,25-35
Chiloé,F,2016,5836,25-35
Osorno,F,2016,7150,25-35
Valdivia,F,2016,10587,25-35
