servicio,sexo,año,n,edad
Araucanía Norte,M,2016,5102,25-35
Reloncavi,M,2016,9969,25-35
Chiloé,M,2016,4410,25-35
Osorno,M,2016,5837,25-35
Valdivia,M,2016,8113,25-35
Aysen,M,2016,2750,25-35
Magallanes,M,2016,3757,25-35
Metropolitano Central,M,2016,23264,25-35
Metropolitano Norte,M,2016,19668,25-35
Metropolitano Oriente,M,2016,13916,25-35
Metropolitano Sur-Oriente,M,2016,31003,25-35
Metropolitano Sur,M,2016,26130,25-35
Metropolitano Occidente,M,2016,28245,25-35
Arica y Parinacota,M,2016,3966,35-45
Iquique y Tarapaca,M,2016,7363,35-45
Antofagasta,M,2016,12220,35-45
Atacama,M,2016,6727,35-45
Coquimbo,M,2016,17238,35-45
Viña del Mar y Quillota,M,2016,20071,35-45
Valparaiso y San Antonio,M,2016,11912,35-45
Aconcagua,M,2016,6471,35-45
Libertador B. O'Higgins,M,2016,21589,35-45
Maule,M,2016,24102,35-45
Concepcion,M,2016,13255,35-45
Talcahuano,M,2016,7838,35-45
Arauco,M,2016,4915,35-45
Bio-Bio y Los Angeles,M,2016,9814,35-45
Ñuble,M,2016,10679,35-45
Araucanía Sur,M,2016,16914,35-45
Araucanía Norte,M,2016,4702,35-45
Reloncavi,M,2016,9506,35-45
Chiloé,M,2016,4800,35-45
Osorno,M,2016,5784,35-45
Valdivia,M,2016,7438,35-45
Aysen,M,2016,2634,35-45
Magallanes,M,2016,3525,35-45
Metropolitano Central,M,2016,21411,35-45
Metropolitano Norte,M,2016,18983,35-45
Metropolitano Oriente,M,2016,13609,35-45
Metropolitano Sur-Oriente,M,2016,29139,35-45
Metropolitano Sur,M,2016,24697,35-45
Metropolitano Occidente,M,2016,27067,35-45
Arica y Parinacota,M,2016,4195,35-45
Iquique y Tarapaca,M,2016,7136,35-45
Antofagasta,M,2016,12462,35-45
Atacama,M,2016,6971,35-45
Coquimbo,M,2016,18487,35-45
Viña del Mar y Quillota,M,2016,20504,35-45
Valparaiso y San Antonio,M,2016,12359,35-45
Aconcagua,M,2016,6442,35-45
Libertador B. O'Higgins,M,2016,23146,35-45
Maule,M,2016,26555,35-45
Concepcion,M,2016,14355,35-45
Talcahuano,M,2016,8658,35-45
Arauco,M,2016,4977,35-45
Bio-Bio y Los Angeles,M,2016,10546,35-45
Ñuble,M,2016,12237,35-45
Araucanía Sur,M,2016,19076,35-45
Araucanía Norte,M,2016,5033,35-45
Reloncavi,M,2016,10722,35-45
Chiloé,M,2016,5021,35-45
Osorno,M,2016,6482,35-45
Valdivia,M,2016,8006,35-45
Aysen,M,2016,2645,35-45
Magallanes,M,2016,3854,35-45
Metropolitano Central,M,2016,21600,35-45
Metropolitano Norte,M,2016,20577,35-45
Metropolitano Oriente,M,2016,15141,35-45
Metropolitano Sur-Oriente,M,2016,31034,35-45
Metropolitano Sur,M,2016,26029,35-45
Metropolitano Occidente,M,2016,30163,35-45
Arica y Parinacota,M,2016,4105,45-55
Iquique y Tarapaca,M,2016,6621,45-55
Antofagasta,M,2016,11682,45-55
Atacama,M,2016,7438,45-55
Coquimbo,M,2016,18778,45-55
Viña del Mar y Quillota,M,2016,21067,45-55
Valparaiso y San Antonio,M,2016,12469,45-55
Aconcagua,M,2016,6602,45-55
Libertador B. O'Higgins,M,2016,24186,45-55
Maule,M,2016,27544,45-55
Concepcion,M,2016,15856,45-55
Talcahuano,M,2016,9573,45-55
Arauco,M,2016,5160,45-55
Bio-Bio y Los Angeles,M,2016,11466,45-55
Ñuble,M,2016,13821,45-55
Araucanía Sur,M,2016,19649,45-55
Araucanía Norte,M,2016,5577,45-55
Reloncavi,M,2016,11332,45-55
Chiloé,M,2016,5232,45-55
Osorno,M,2016,6619,45-55
Valdivia,M,2016,9175,45-55
Aysen,M,2016,2600,45-55
Magallanes,M,2016,3864,45-55
Metropolitano Central,M,2016,21226,45-55
Metropolitano Norte,M,2016,21065,45-55
Metropolitano Oriente,M,2016,15560,45-55
Metropolitano Sur-Oriente,M,2016,31720,45-55
Metropolitano Sur,M,2016,27195,45-55
Metropolitano Occidente,M,2016,30366,45-55
Arica y Parinacota,M,2016,4138,45-55
Iquique y Tarapaca,M,2016,6969,45-55
Antofagasta,M,2016,11811,45-55
Atacama,M,2016,7614,45-55
Coquimbo,M,2016,18836,45-55
Viña del Mar y Quillota,M,2016,23789,45-55
Valparaiso y San Antonio,M,2016,13704,45-55
Aconcagua,M,2016,7312,45-55
Libertador B. O'Higgins,M,2016,25810,45-55
Maule,M,2016,30412,45-55
Concepcion,M,2016,16746,45-55
Talcahuano,M,2016,10599,45-55
Arauco,M,2016,5135,45-55
Bio-Bio y Los Angeles,M,2016,11867,45-55
Ñuble,M,2016,14561,45-55
Araucanía Sur,M,2016,19849,45-55
Araucanía Norte,M,2016,6060,45-55
Reloncavi,M,2016,11090,45-55
Chiloé,M,2016,5183,45-55
Osorno,M,2016,7291,45-55
Valdivia,M,2016,10252,45-55
Aysen,M,2016,2736,45-55
Magallanes,M,2016,4132,45-55
Metropolitano Central,M,2016,23766,45-55
Metropolitano Norte,M,2016,21530,45-55
Metropolitano Oriente,M,2016,16793,45-55
Metropolitano Sur-Oriente,M,2016,34558,45-55
Metropolitano Sur,M,2016,30034,45-55
Metropolitano Occidente,M,2016,32412,45-55
Arica y Parinacota,M,2016,3645,55-65
Iquique y Tarapaca,M,2016,6266,55-65
Antofagasta,M,2016,10583,55-65
Atacama,M,2016,6733,55-65
Coquimbo,M,2016,17044,55-65
Viña del Mar y Quillota,M,2016,22004,55-65
Valparaiso y San Antonio,M,2016,12958,55-65
Aconcagua,M,2016,6422,55-65
Libertador B. O'Higgins,M,2016,22659,55-65
Maule,M,2016,26326,55-65
Concepcion,M,2016,14682,55-65
Talcahuano,M,2016,9689,55-65
Arauco,M,2016,4477,55-65
Bio-Bio y Los Angeles,M,2016,10048,55-65
Ñuble,M,2016,12702,55-65
Araucanía Sur,M,2016,17316,55-65
Araucanía Norte,M,2016,5368,55-65
Reloncavi,M,2016,9116,55-65
Chiloé,M,2016,4076,55-65
Osorno,M,2016,6170,55-65
Valdivia,M,2016,8721,55-65
Aysen,M,2016,2354,55-65
Magallanes,M,2016,4187,55-65
Metropolitano Central,M,2016,22061,55-65
Metropolitano Norte,M,2016,18568,55-65
Metropolitano Oriente,M,2016,15225,55-65
Metropolitano Sur-Oriente,M,2016,32805,55-65
Metropolitano Sur,M,2016,28338,55-65
Metropolitano Occidente,M,2016,28535,55-65
Arica y Parinacota,M,2016,3246,55-65
Iquique y Tarapaca,M,2016,5617,55-65
Antofagasta,M,2016,8949,55-65
Atacama,M,2016,5417,55-65
Coquimbo,M,2016,14001,55-65
Viña del Mar y Quillota,M,2016,17747,55-65
Valparaiso y San Antonio,M,2016,10314,55-65
Aconcagua,M,2016,5208,55-65
Libertador B. O'Higgins,M,2016,17982,55-65
Maule,M,2016,21668,55-65
Concepcion,M,2016,12003,55-65
Talcahuano,M,2016,7620,55-65
Arauco,M,2016,3696,55-65
Bio-Bio y Los Angeles,M,2016,8083,55-65
Ñuble,M,2016,10387,55-65
Araucanía Sur,M,2016,14110,55-65
Araucanía Norte,M,2016,4507,55-65
Reloncavi,M,2016,7192,55-65
Chiloé,M,2016,3200,55-65
Osorno,M,2016,4967,55-65
Valdivia,M,2016,7057,55-65
Aysen,M,2016,1916,55-65
Magallanes,M,2016,3315,55-65
Metropolitano Central,M,2016,17356,55-65
Metropolitano Norte,M,2016,14621,55-65
Metropolitano Oriente,M,2016,12866,55-65
Metropolitano Sur-Oriente,M,2016,26186,55-65
Metropolitano Sur,M,2016,21893,55-65
Metropolitano Occidente,M,2016,22088,55-65
Arica y Parinacota,M,2016,2957,65-75
Iquique y Tarapaca,M,2016,4055,65-75
Antofagasta,M,2016,6645,65-75
Atacama,M,2016,4212,65-75
Coquimbo,M,2016,11183,65-75
Viña del Mar y Quillota,M,2016,14886,65-75
Valparaiso y San Antonio,M,2016,8778,65-75
Aconcagua,M,2016,4453,65-75
Libertador B. O'Higgins,M,2016,14187,65-75
Maule,M,2016,17881,65-75
Concepcion,M,2016,9517,65-75
Talcahuano,M,2016,6134,65-75
Arauco,M,2016,2880,65-75
Bio-Bio y Los Angeles,M,2016,6544,65-75
Ñuble,M,2016,8419,65-75
Araucanía Sur,M,2016,11762,65-75
Araucanía Norte,M,2016,3556,65-75
Reloncavi,M,2016,5999,65-75
Chiloé,M,2016,2588,65-75
Osorno,M,2016,4125,65-75
Valdivia,M,2016,5796,65-75
Aysen,M,2016,1519,65-75
Magallanes,M,2016,2659,65-75
Metropolitano Central,M,2016,14447,65-75
Metropolitano Norte,M,2016,12059,65-75
Metropolitano Oriente,M,2016,12184,65-75
Metropolitano Sur-Oriente,M,2016,21450,65-75
Metropolitano Sur,M,2016,17574,65-75
Metropolitano Occidente,M,2016,18900,65-75
Arica y Parinacota,M,2016,2523,65-75
Iquique y Tarapaca,M,2016,2992,65-75
Antofagasta,M,2016,4926,65-75
Atacama,M,2016,3455,65-75
Coquimbo,M,2016,9141,65-75
Viña del Mar y Quillota,M,2016,12330,65-75
Valparaiso y San Antonio,M,2016,7057,65-75
Aconcagua,M,2016,3542,65-75
Libertador B. O'Higgins,M,2016,10931,65-75
Maule,M,2016,13918,65-75
Concepcion,M,2016,7180,65-75
Talcahuano,M,2016,4669,65-75
Arauco,M,2016,2238,65-75
Bio-Bio y Los Angeles,M,2016,5554,65-75
Ñuble,M,2016,6845,65-75
Araucanía Sur,M,2016,9723,65-75
Araucanía Norte,M,2016,2986,65-75
Reloncavi,M,2016,4655,65-75
Chiloé,M,2016,2171,65-75
Osorno,M,2016,3345,65-75
Valdivia,M,2016,4595,65-75
Aysen,M,2016,1190,65-75
Magallanes,M,2016,2135,65-75
Metropolitano Central,M,2016,11757,65-75
Metropolitano Norte,M,2016,9830,65-75
Metropolitano Oriente,M,2016,11138,65-75
Metropolitano Sur-Oriente,M,2016,15823,65-75
Metropolitano Sur,M,2016,13980,65-75
Metropolitano Occidente,M,2016,15308,65-75
Arica y Parinacota,M,2016,1708,>75
Iquique y Tarapaca,M,2016,1715,>75
Antofagasta,M,2016,3152,>75
Atacama,M,2016,2496,>75
Coquimbo,M,2016,6548,>75
Viña del Mar y Quillota,M,2016,8667,>75
Valparaiso y San Antonio,M,2016,4735,>75
Aconcagua,M,2016,2322,>75
Libertador B. O'Higgins,M,2016,7583,>75
Maule,M,2016,9714,>75
Concepcion,M,2016,4794,>75
Talcahuano,M,2016,3202,>75
Arauco,M,2016,1548,>75
Bio-Bio y Los Angeles,M,2016,3884,>75
Ñuble,M,2016,4987,>75
Araucanía Sur,M,2016,7030,>75
Araucanía Norte,M,2016,2296,>75
Reloncavi,M,2016,3310,>75
Chiloé,M,2016,1595,>75
Osorno,M,2016,2485,>75
Valdivia,M,2016,3326,>75
Aysen,M,2016,817,>75
Magallanes,M,2016,1452,>75
Metropolitano Central,M,2016,7792,>75
Metropolitano Norte,M,2016,6498,>75
Metropolitano Oriente,M,2016,8281,>75
Metropolitano Sur-Oriente,M,2016,9566,>75
Metropolitano Sur,M,2016,9070,>75
Metropolitano Occidente,M,2016,10264,>75
Arica y Parinacota,M,2016,1644,>75
Iquique y Tarapaca,M,2016,1614,>75
Antofagasta,M,2016,3024,>75
Atacama,M,2016,2432,>75
Coquimbo,M,2016,7031,>75
Viña del Mar y Quillota,M,2016,8973,>75
Valparaiso y San Antonio,M,2016,4922,>75
Aconcagua,M,2016,2443,>75
Libertador B. O'Higgins,M,2016,7989,>75
Maule,M,2016,9513,>75
Concepcion,M,2016,4670,>75
Talcahuano,M,2016,3001,>75
Arauco,M,2016,1680,>75
Bio-Bio y Los Angeles,M,2016,4010,>75
Ñuble,M,2016,4791,>75
Araucanía Sur,M,2016,7421,>75
Araucanía Norte,M,2016,2428,>75
Reloncavi,M,2016,3235,>75
Chiloé,M,2016,1582,>75
Osorno,M,2016,2633,>75
Valdivia,M,2016,3560,>75
Aysen,M,2016,745,>75
Magallanes,M,2016,1370,>75
Metropolitano Central,M,2016,7314,>75
Metropolitano Norte,M,2016,6105,>75
Metropolitano Oriente,M,2016,10072,>75
Metropolitano Sur-Oriente,M,2016,8082,>75
Metropolitano Sur,M,2016,9754,>75
Metropolitano Occidente,M,2016,9087,>75
Arica y Parinacota,M,2017,6733,0-5
Iquique y Tarapaca,M,2017,9950,0-5
Antofagasta,M,2017,15333,0-5
Atacama,M,2017,8363,0-5
Coquimbo,M,2017,22736,0-5
Valparaiso y San Antonio,M,2017,13035,0-5
Viña del Mar y Quillota,M,2017,23934,0-5
Aconcagua,M,2017,7440,0-5
Libertador B. O'Higgins,M,2017,24175,0-5
Maule,M,2017,28407,0-5
Ñuble,M,2017,14260,0-5
Concepcion,M,2017,15850,0-5
Talcahuano,M,2017,6951,0-5
Bio-Bio y Los Angeles,M,2017,10888,0-5
Arauco,M,2017,4936,0-5
Araucanía Norte,M,2017,6243,0-5
Araucanía Sur,M,2017,20795,0-5
Valdivia,M,2017,9794,0-5
Osorno,M,2017,5943,0-5
Reloncavi,M,2017,11359,0-5
Chiloé,M,2017,4237,0-5
Aysen,M,2017,2264,0-5
Magallanes,M,2017,3575,0-5
Metropolitano Norte,M,2017,24115,0-5
Metropolitano Occidente,M,2017,31982,0-5
Metropolitano Central,M,2017,24106,0-5
Metropolitano Oriente,M,2017,13804,0-5
Metropolitano Sur,M,2017,30139,0-5
Metropolitano Sur-Oriente,M,2017,35309,0-5
Arica y Parinacota,M,2017,7104,5-15
Iquique y Tarapaca,M,2017,11096,5-15
Antofagasta,M,2017,15586,5-15
Atacama,M,2017,9657,5-15
Coquimbo,M,2017,24909,5-15
Valparaiso y San Antonio,M,2017,14081,5-15
Viña del Mar y Quillota,M,2017,26223,5-15
Aconcagua,M,2017,8256,5-15
Libertador B. O'Higgins,M,2017,27025,5-15
Maule,M,2017,31672,5-15
Ñuble,M,2017,15307,5-15
Concepcion,M,2017,17532,5-15
Talcahuano,M,2017,8570,5-15
Bio-Bio y Los Angeles,M,2017,12498,5-15
Arauco,M,2017,5953,5-15
Araucanía Norte,M,2017,6251,5-15
Araucanía Sur,M,2017,23270,5-15
Valdivia,M,2017,11110,5-15
Osorno,M,2017,7438,5-15
Reloncavi,M,2017,13035,5-15
Chiloé,M,2017,5613,5-15
Aysen,M,2017,3215,5-15
Magallanes,M,2017,3899,5-15
Metropolitano Norte,M,2017,26256,5-15
Metropolitano Occidente,M,2017,36100,5-15
Metropolitano Central,M,2017,24201,5-15
Metropolitano Oriente,M,2017,15748,5-15
Metropolitano Sur,M,2017,33989,5-15
Metropolitano Sur-Oriente,M,2017,40624,5-15
Arica y Parinacota,M,2017,6368,5-15
Iquique y Tarapaca,M,2017,9645,5-15
Antofagasta,M,2017,14453,5-15
Atacama,M,2017,9104,5-15
Coquimbo,M,2017,22407,5-15
Valparaiso y San Antonio,M,2017,13360,5-15
Viña del Mar y Quillota,M,2017,24867,5-15
Aconcagua,M,2017,7597,5-15
Libertador B. O'Higgins,M,2017,26036,5-15
Maule,M,2017,30458,5-15
Ñuble,M,2017,15086,5-15
Concepcion,M,2017,16624,5-15
Talcahuano,M,2017,8516,5-15
Bio-Bio y Los Angeles,M,2017,12786,5-15
Arauco,M,2017,5869,5-15
Araucanía Norte,M,2017,6395,5-15
Araucanía Sur,M,2017,22655,5-15
Valdivia,M,2017,10689,5-15
Osorno,M,2017,7280,5-15
Reloncavi,M,2017,13088,5-15
Chiloé,M,2017,5736,5-15
Aysen,M,2017,3406,5-15
Magallanes,M,2017,3939,5-15
Metropolitano Norte,M,2017,24911,5-15
Metropolitano Occidente,M,2017,34271,5-15
Metropolitano Central,M,2017,22753,5-15
Metropolitano Oriente,M,2017,15417,5-15
Metropolitano Sur,M,2017,31454,5-15
Metropolitano Sur-Oriente,M,2017,39059,5-15
Arica y Parinacota,M,2017,6396,15-25
Iquique y Tarapaca,M,2017,9602,15-25
Antofagasta,M,2017,14949,15-25
Atacama,M,2017,8882,15-25
Coquimbo,M,2017,22894,15-25
Valparaiso y San Antonio,M,2017,14183,15-25
Viña del Mar y Quillota,M,2017,26630,15-25
Aconcagua,M,2017,8167,15-25
Libertador B. O'Higgins,M,2017,26556,15-25
Maule,M,2017,31507,15-25
Ñuble,M,2017,16043,15-25
Concepcion,M,2017,17173,15-25
Talcahuano,M,2017,9073,15-25
Bio-Bio y Los Angeles,M,2017,12903,15-25
Arauco,M,2017,6262,15-25
Araucanía Norte,M,2017,6737,15-25
Araucanía Sur,M,2017,24308,15-25
Valdivia,M,2017,11148,15-25
Osorno,M,2017,7570,15-25
Reloncavi,M,2017,13267,15-25
Chiloé,M,2017,6164,15-25
Aysen,M,2017,3288,15-25
Magallanes,M,2017,4024,15-25
Metropolitano Norte,M,2017,25032,15-25
Metropolitano Occidente,M,2017,35889,15-25
Metropolitano Central,M,2017,23577,15-25
Metropolitano Oriente,M,2017,16360,15-25
Metropolitano Sur,M,2017,32972,15-25
Metropolitano Sur-Oriente,M,2017,40607,15-25
Arica y Parinacota,M,2017,6338,15-25
Iquique y Tarapaca,M,2017,9531,15-25
Antofagasta,M,2017,16134,15-25
Atacama,M,2017,9184,15-25
Coquimbo,M,2017,23602,15-25
Valparaiso y San Antonio,M,2017,15067,15-25
Viña del Mar y Quillota,M,2017,28016,15-25
Aconcagua,M,2017,8292,15-25
Libertador B. O'Higgins,M,2017,27719,15-25
Maule,M,2017,31282,15-25
Ñuble,M,2017,15845,15-25
Concepcion,M,2017,18080,15-25
Talcahuano,M,2017,9317,15-25
Bio-Bio y Los Angeles,M,2017,12959,15-25
Arauco,M,2017,5669,15-25
Araucanía Norte,M,2017,6403,15-25
Araucanía Sur,M,2017,23880,15-25
Valdivia,M,2017,11276,15-25
Osorno,M,2017,7711,15-25
Reloncavi,M,2017,12644,15-25
Chiloé,M,2017,5993,15-25
Aysen,M,2017,3327,15-25
Magallanes,M,2017,4211,15-25
Metropolitano Norte,M,2017,24300,15-25
Metropolitano Occidente,M,2017,35337,15-25
Metropolitano Central,M,2017,26015,15-25
Metropolitano Oriente,M,2017,17123,15-25
Metropolitano Sur,M,2017,32185,15-25
Metropolitano Sur-Oriente,M,2017,39482,15-25
Arica y Parinacota,M,2017,5979,25-35
Iquique y Tarapaca,M,2017,9968,25-35
Antofagasta,M,2017,16813,25-35
Atacama,M,2017,9606,25-35
Coquimbo,M,2017,23768,25-35
Valparaiso y San Antonio,M,2017,15390,25-35
Viña del Mar y Quillota,M,2017,28179,25-35
Aconcagua,M,2017,8225,25-35
Libertador B. O'Higgins,M,2017,28082,25-35
Maule,M,2017,30815,25-35
Ñuble,M,2017,15746,25-35
Concepcion,M,2017,18985,25-35
Talcahuano,M,2017,9580,25-35
Bio-Bio y Los Angeles,M,2017,12458,25-35
Arauco,M,2017,5701,25-35
Araucanía Norte,M,2017,6317,25-35
Araucanía Sur,M,2017,23153,25-35
Valdivia,M,2017,10722,25-35
Osorno,M,2017,7400,25-35
Reloncavi,M,2017,12460,25-35
Chiloé,M,2017,5350,25-35
Aysen,M,2017,3514,25-35
Magallanes,M,2017,4366,25-35
Metropolitano Norte,M,2017,25268,25-35
Metropolitano Occidente,M,2017,35257,25-35
Metropolitano Central,M,2017,30918,25-35
Metropolitano Oriente,M,2017,18124,25-35
Metropolitano Sur,M,2017,32740,25-35
Metropolitano Sur-Oriente,M,2017,38641,25-35
Arica y Parinacota,M,2017,4972,25-35
Iquique y Tarapaca,M,2017,8803,25-35
Antofagasta,M,2017,14560,25-35
Atacama,M,2017,7647,25-35
Coquimbo,M,2017,20279,25-35
Valparaiso y San Antonio,M,2017,13429,25-35
Viña del Mar y Quillota,M,2017,23869,25-35
Aconcagua,M,2017,7131,25-35
Libertador B. O'Higgins,M,2017,23507,25-35
Maule,M,2017,25699,25-35
Ñuble,M,2017,13038,25-35
Concepcion,M,2017,15096,25-35
Talcahuano,M,2017,7695,25-35
Bio-Bio y Los Angeles,M,2017,10122,25-35
Arauco,M,2017,4830,25-35
Araucanía Norte,M,2017,5125,25-35
Araucanía Sur,M,2017,18898,25-35
Valdivia,M,2017,8349,25-35
Osorno,M,2017,6291,25-35
Reloncavi,M,2017,10629,25-35
Chiloé,M,2017,4583,25-35
Aysen,M,2017,2924,25-35
Magallanes,M,2017,4054,25-35
Metropolitano Norte,M,2017,22344,25-35
Metropolitano Occidente,M,2017,30136,25-35
Metropolitano Central,M,2017,28403,25-35
Metropolitano Oriente,M,2017,15311,25-35
Metropolitano Sur,M,2017,28304,25-35
Metropolitano Sur-Oriente,M,2017,32469,25-35
Arica y Parinacota,M,2017,4290,35-45
Iquique y Tarapaca,M,2017,8054,35-45
Antofagasta,M,2017,13679,35-45
Atacama,M,2017,7254,35-45
Coquimbo,M,2017,18590,35-45
Valparaiso y San Antonio,M,2017,12782,35-45
Viña del Mar y Quillota,M,2017,22328,35-45
Aconcagua,M,2017,6917,35-45
Libertador B. O'Higgins,M,2017,23222,35-45
Maule,M,2017,25245,35-45
Ñuble,M,2017,12478,35-45
Concepcion,M,2017,14262,35-45
Talcahuano,M,2017,7142,35-45
Bio-Bio y Los Angeles,M,2017,10214,35-45
Arauco,M,2017,5062,35-45
Araucanía Norte,M,2017,4883,35-45
Araucanía Sur,M,2017,18027,35-45
Valdivia,M,2017,7844,35-45
Osorno,M,2017,6120,35-45
Reloncavi,M,2017,10469,35-45
Chiloé,M,2017,4979,35-45
Aysen,M,2017,2786,35-45
Magallanes,M,2017,3689,35-45
Metropolitano Norte,M,2017,21499,35-45
Metropolitano Occidente,M,2017,29185,35-45
Metropolitano Central,M,2017,25785,35-45
Metropolitano Oriente,M,2017,15104,35-45
Metropolitano Sur,M,2017,27249,35-45
Metropolitano Sur-Oriente,M,2017,31476,35-45
Arica y Parinacota,M,2017,4387,35-45
Iquique y Tarapaca,M,2017,7570,35-45
Antofagasta,M,2017,13133,35-45
Atacama,M,2017,7114,35-45
Coquimbo,M,2017,18911,35-45
Valparaiso y San Antonio,M,2017,12499,35-45
Viña del Mar y Quillota,M,2017,21269,35-45
Aconcagua,M,2017,6640,35-45
Libertador B. O'Higgins,M,2017,23741,35-45
Maule,M,2017,26937,35-45
Ñuble,M,2017,13255,35-45
Concepcion,M,2017,14197,35-45
Talcahuano,M,2017,7337,35-45
Bio-Bio y Los Angeles,M,2017,10452,35-45
Arauco,M,2017,5018,35-45
Araucanía Norte,M,2017,5100,35-45
Araucanía Sur,M,2017,18883,35-45
Valdivia,M,2017,7990,35-45
Osorno,M,2017,6522,35-45
Reloncavi,M,2017,10973,35-45
Chiloé,M,2017,5069,35-45
Aysen,M,2017,2753,35-45
Magallanes,M,2017,3997,35-45
Metropolitano Norte,M,2017,21189,35-45
Metropolitano Occidente,M,2017,30033,35-45
Metropolitano Central,M,2017,23251,35-45
Metropolitano Oriente,M,2017,15169,35-45
Metropolitano Sur,M,2017,26181,35-45
Metropolitano Sur-Oriente,M,2017,30948,35-45
Arica y Parinacota,M,2017,4460,45-55
Iquique y Tarapaca,M,2017,7122,45-55
Antofagasta,M,2017,12741,45-55
Atacama,M,2017,7569,45-55
Coquimbo,M,2017,19086,45-55
Valparaiso y San Antonio,M,2017,12749,45-55
Viña del Mar y Quillota,M,2017,21810,45-55
Aconcagua,M,2017,6688,45-55
Libertador B. O'Higgins,M,2017,24767,45-55
Maule,M,2017,27677,45-55
Ñuble,M,2017,15319,45-55
Concepcion,M,2017,15996,45-55
Talcahuano,M,2017,8383,45-55
Bio-Bio y Los Angeles,M,2017,11462,45-55
Arauco,M,2017,5186,45-55
Araucanía Norte,M,2017,5661,45-55
Araucanía Sur,M,2017,20218,45-55
Valdivia,M,2017,9023,45-55
Osorno,M,2017,6770,45-55
Reloncavi,M,2017,11790,45-55
Chiloé,M,2017,5360,45-55
Aysen,M,2017,2751,45-55
Magallanes,M,2017,3959,45-55
Metropolitano Norte,M,2017,22154,45-55
Metropolitano Occidente,M,2017,31402,45-55
Metropolitano Central,M,2017,22479,45-55
Metropolitano Oriente,M,2017,16342,45-55
Metropolitano Sur,M,2017,27845,45-55
Metropolitano Sur-Oriente,M,2017,32284,45-55
Arica y Parinacota,M,2017,4195,45-55
Iquique y Tarapaca,M,2017,7056,45-55
Antofagasta,M,2017,12203,45-55
Atacama,M,2017,7888,45-55
Coquimbo,M,2017,19646,45-55
Valparaiso y San Antonio,M,2017,13908,45-55
Viña del Mar y Quillota,M,2017,24463,45-55
Aconcagua,M,2017,7459,45-55
Libertador B. O'Higgins,M,2017,26549,45-55
Maule,M,2017,30939,45-55
Ñuble,M,2017,16063,45-55
Concepcion,M,2017,17124,45-55
Talcahuano,M,2017,9514,45-55
Bio-Bio y Los Angeles,M,2017,12003,45-55
Arauco,M,2017,5300,45-55
Araucanía Norte,M,2017,6193,45-55
Araucanía Sur,M,2017,20481,45-55
Valdivia,M,2017,10480,45-55
Osorno,M,2017,7349,45-55
Reloncavi,M,2017,11778,45-55
Chiloé,M,2017,5418,45-55
Aysen,M,2017,2819,45-55
Magallanes,M,2017,4183,45-55
Metropolitano Norte,M,2017,22312,45-55
Metropolitano Occidente,M,2017,32752,45-55
Metropolitano Central,M,2017,24243,45-55
Metropolitano Oriente,M,2017,17133,45-55
Metropolitano Sur,M,2017,29932,45-55
Metropolitano Sur-Oriente,M,2017,34835,45-55
Arica y Parinacota,M,2017,3917,55-65
Iquique y Tarapaca,M,2017,6615,55-65
Antofagasta,M,2017,11363,55-65
Atacama,M,2017,7053,55-65
Coquimbo,M,2017,17951,55-65
Valparaiso y San Antonio,M,2017,13323,55-65
Viña del Mar y Quillota,M,2017,23401,55-65
Aconcagua,M,2017,6769,55-65
Libertador B. O'Higgins,M,2017,23896,55-65
Maule,M,2017,27707,55-65
Ñuble,M,2017,14495,55-65
Concepcion,M,2017,15450,55-65
Talcahuano,M,2017,9005,55-65
Bio-Bio y Los Angeles,M,2017,10620,55-65
Arauco,M,2017,4693,55-65
Araucanía Norte,M,2017,5654,55-65
Araucanía Sur,M,2017,18245,55-65
Valdivia,M,2017,9355,55-65
Osorno,M,2017,6553,55-65
Reloncavi,M,2017,9895,55-65
Chiloé,M,2017,4431,55-65
Aysen,M,2017,2491,55-65
Magallanes,M,2017,4315,55-65
Metropolitano Norte,M,2017,19547,55-65
Metropolitano Occidente,M,2017,29972,55-65
Metropolitano Central,M,2017,23340,55-65
Metropolitano Oriente,M,2017,16134,55-65
Metropolitano Sur,M,2017,29501,55-65
Metropolitano Sur-Oriente,M,2017,33872,55-65
Arica y Parinacota,M,2017,3588,55-65
Iquique y Tarapaca,M,2017,5908,55-65
Antofagasta,M,2017,9539,55-65
Atacama,M,2017,5777,55-65
Coquimbo,M,2017,14905,55-65
Valparaiso y San Antonio,M,2017,10891,55-65
Viña del Mar y Quillota,M,2017,19190,55-65
Aconcagua,M,2017,5493,55-65
Libertador B. O'Higgins,M,2017,19277,55-65
Maule,M,2017,22919,55-65
Ñuble,M,2017,11596,55-65
Concepcion,M,2017,12532,55-65
Talcahuano,M,2017,7341,55-65
Bio-Bio y Los Angeles,M,2017,8556,55-65
Arauco,M,2017,3876,55-65
Araucanía Norte,M,2017,4664,55-65
Araucanía Sur,M,2017,14930,55-65
Valdivia,M,2017,7497,55-65
Osorno,M,2017,5207,55-65
Reloncavi,M,2017,7762,55-65
Chiloé,M,2017,3447,55-65
Aysen,M,2017,2088,55-65
Magallanes,M,2017,3573,55-65
Metropolitano Norte,M,2017,15623,55-65
Metropolitano Occidente,M,2017,23394,55-65
Metropolitano Central,M,2017,18676,55-65
Metropolitano Oriente,M,2017,13531,55-65
Metropolitano Sur,M,2017,23400,55-65
Metropolitano Sur-Oriente,M,2017,27811,55-65
Arica y Parinacota,M,2017,2973,65-75
Iquique y Tarapaca,M,2017,4216,65-75
